OBJECTNUMMER;PROJECTID;PROJECTNAAM;JAARBOUW;JAAROPL;OPDRACHTGEVER;ARCHITECT;PROJECTTYPE;WEBSITE;FASE_ID;FASE;HUUR_SOC;HUUR_MIDDEL;HUUR_DUUR;KOOP;ONBEKEND_HUURKOOP;EENGEZINS;APP;ONBEKEND_EENAPP;STUDJONG;TOTAAL_BRUTO;VERVANGING;TOTAAL_NETTO;STADSDEEL_CODE;GEBIED_CODE;COORDS;LNG;LAT;
616;"1945 02";"Cruquius Albeton Links (1.2)";2016;2017;"Amvest Vastgoed";"Geurst & Schulze Architecten";"Functiewijziging";"";"6";"In aanbouw";0;42;0;44;0;0;86;0;0;86;0;86;M;DX14;"POLYGON((4.951719 52.369358,4.950298 52.369343,4.950312 52.368777,4.951725 52.368787,4.951719 52.369358))";"4,9510115";"52,3690675";
617;"1945 03";"Cruquius Roders Rechts (1.3)";2018;2019;"Amvest Vastgoed";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;83;83;0;0;166;0;0;166;0;166;M;DX14;"POLYGON((4.950195 52.369337,4.947858 52.369323,4.947872 52.368783,4.950193 52.368776,4.950195 52.369337))";"4,9490265";"52,3690565";
618;"1945 04";"Cruquius Vondel Links (1.6)";2018;2019;"Amvest Vastgoed";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;32;33;0;0;40;25;0;65;0;65;M;DX14;"POLYGON((4.951748 52.3682,4.951734 52.368771,4.950312 52.368761,4.950315 52.368483,4.950573 52.368416,4.950873 52.368328,4.951139 52.368271,4.951431 52.36823,4.951748 52.3682))";"4,95103";"52,3684855";
619;"1945 05";"Cruquius fase 2 kavel 1.4  THC";2018;2019;"Amvest Vastgoed";"Loof & van Stigt Architecten (LEVS)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;89;0;0;0;89;0;0;89;0;89;M;DX14;"POLYGON((4.947826 52.369323,4.946744 52.369306,4.946749 52.368777,4.947831 52.368788,4.947826 52.369323))";"4,9472875";"52,36905";
620;"1945 06";"Cruquius fase 3 Remepa-locatie";2018;2020;"Amvest Vastgoed";"Loof & van Stigt Architecten (LEVS)";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;24;0;8;0;0;32;0;0;32;0;32;M;DX14;"POLYGON((4.954007 52.36875,4.953589 52.36905,4.953031 52.369055,4.95305 52.368292,4.953474 52.368454,4.954007 52.36875))";"4,953519";"52,3686735";
621;"1946 01";"Oude Looiersstraat 28";2013;2014;"Particulier";"";"Inbreiding";"";"7";"Opgeleverd";0;0;0;2;0;0;2;0;0;2;0;2;A;DX01;"POLYGON((4.881566 52.369351,4.881456 52.369478,4.881519 52.369499,4.881482 52.369541,4.881428 52.369517,4.881361 52.369495,4.881393 52.369458,4.881429 52.369407,4.881498 52.369328,4.881566 52.369351))";"4,8814635";"52,3694345";
622;"1161 04";"Oranjekwartier King";2013;2015;"Wonam bv";"Dam & Partners Architecten bv";"Inbreiding";"";"7";"Opgeleverd";0;0;128;0;0;0;128;0;0;128;0;128;F;DX09;"POLYGON((4.84034 52.354769,4.840336 52.355067,4.839797 52.355065,4.839801 52.35477,4.839976 52.35477,4.839975 52.354794,4.840136 52.354795,4.840135 52.354768,4.84034 52.354769))";"4,8400685";"52,3549175";
623;"1947 01";"P.C. Hooftstraat 94-96";2014;2015;"Particulier";"";"Vervanging";"";"7";"Opgeleverd";0;0;0;4;0;0;4;0;0;4;-4;0;K;DX10;"POLYGON((4.879986 52.360143,4.879869 52.360307,4.879714 52.360267,4.879833 52.360102,4.879986 52.360143))";"4,87985";"52,3602045";
624;"1948 01";"Mesdagstraat 53";2013;2014;"Particulier";"AVB (Amsterdams Vastgoed Beheer)";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;5;0;0;5;0;0;5;0;5;K;DX12;"POLYGON((4.896635 52.348497,4.896621 52.348532,4.89655 52.348521,4.896541 52.348544,4.896527 52.348542,4.896523 52.348554,4.896512 52.348559,4.896496 52.348556,4.896495 52.348559,4.896366 52.348541,4.896392 52.348462,4.896635 52.348497))";"4,8965005";"52,3485105";
625;"0191 03";"Gooise Kant fase 1B Switi";2016;2017;"Bouwfonds MAB Ontwikkeling";"BAM Wooncollectie";"Inbreiding";"";"7";"Opgeleverd";0;0;0;31;0;31;0;0;0;31;0;31;T;DX21;"POLYGON((4.96614 52.315291,4.965261 52.316264,4.964913 52.316139,4.965372 52.315661,4.964864 52.315515,4.965319 52.315011,4.96614 52.315291))";"4,965502";"52,3156375";
626;"0191 04";"Gooise Kant fase 2A Switi";2017;2018;"BPD (Bouwfonds Ontwikkeling)";"";"Inbreiding";"";"6";"In aanbouw";0;0;0;36;0;36;0;0;0;36;0;36;T;DX21;"POLYGON((4.96745 52.314516,4.967313 52.314674,4.966676 52.314743,4.966399 52.315031,4.965577 52.31476,4.966545 52.3138,4.96728 52.314044,4.966981 52.314357,4.96745 52.314516))";"4,9665135";"52,3144155";
627;"0191 07";"Gooise Kant fase 3A Switi";2019;2020;"BPD / Eigen Haard";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";26;0;0;29;0;55;0;0;0;55;0;55;T;DX21;"POLYGON((4.970222 52.31087,4.969587 52.311613,4.969783 52.312417,4.969616 52.31259,4.968265 52.312116,4.969666 52.310673,4.970222 52.31087))";"4,9692435";"52,3116315";
628;"0191 09";"Gooise Kant fase 3C Switi";2018;2019;"BPD (Bouwfonds Ontwikkeling)";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";0;0;0;18;0;18;0;0;0;18;0;18;T;DX21;"POLYGON((4.971724 52.309361,4.970519 52.310559,4.970033 52.310376,4.971243 52.309179,4.971724 52.309361))";"4,9708785";"52,309869";
629;"1949 01";"van Noordtstraat 5";2016;2017;"CPO (Collectief Part.Opdr.schap)";"Eigen beheer";"Inbreiding";"";"7";"Opgeleverd";0;0;0;9;0;0;9;0;0;9;0;9;E;DX03;"POLYGON((4.880319 52.389031,4.880243 52.389122,4.880126 52.389092,4.880203 52.388996,4.880319 52.389031))";"4,8802225";"52,389059";
630;"1950 01";"Buiksloterweg 35-37";2015;2017;"PO (Particuler Opdr.schap)";"Eigen beheer";"Inbreiding";"";"6";"In aanbouw";0;0;0;5;0;5;0;0;0;5;0;5;N;DX18;"POLYGON((4.908146 52.385189,4.907785 52.385164,4.907441 52.385128,4.907559 52.384989,4.907821 52.385029,4.908132 52.385049,4.90812 52.385162,4.908146 52.385189))";"4,9077935";"52,385089";
631;"1555 06";"Schepenlaan PO SPL-1";2017;2018;"PO (Particuler Opdr.schap)";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;0;9;0;5;4;0;0;9;0;9;N;DX17;"POLYGON((4.913995 52.403461,4.913766 52.403514,4.913505 52.403145,4.913724 52.403086,4.913995 52.403461))";"4,91375";"52,4033";
632;"0599 02";"Spijtellaantje PO kv 1 t/m 4";2015;2016;"PO (Particuler Opdr.schap)";"diverse";"Inbreiding";"";"6";"In aanbouw";0;0;0;4;0;4;0;0;0;4;0;4;K;DX10;"POLYGON((4.848241 52.345964,4.848236 52.346159,4.848 52.346156,4.848004 52.345736,4.848208 52.345737,4.848241 52.345964))";"4,8481205";"52,3459475";
633;"1951 01";"President Kennedylaan 1-3";2015;2017;"CPO (Collectief Part.Opdr.schap)";"";"Functiewijziging";"";"6";"In aanbouw";0;0;0;33;0;0;33;0;0;33;0;33;K;DX12;"POLYGON((4.900792 52.340923,4.900721 52.340926,4.900723 52.340946,4.90071 52.340956,4.900688 52.340954,4.900682 52.340948,4.90068 52.340928,4.900331 52.340944,4.900333 52.340964,4.90032 52.340974,4.900299 52.340971,4.900293 52.340966,4.90029 52.340946,4.900219 52.340949,4.900206 52.340835,4.900173 52.340837,4.900168 52.340797,4.900201 52.340795,4.900187 52.340682,4.900259 52.340679,4.900256 52.340658,4.900261 52.340652,4.900271 52.340649,4.900282 52.340648,4.900297 52.340657,4.9003 52.340677,4.900438 52.340671,4.900468 52.340658,4.900508 52.340652,4.900549 52.340655,4.900581 52.340664,4.900647 52.340661,4.900645 52.340641,4.900649 52.340635,4.90067 52.340631,4.900685 52.340639,4.900688 52.340659,4.900759 52.340656,4.900792 52.340923))";"4,90048";"52,3408025";
634;"1107 33";"Steigereil. Zuidb.5  blok 128a";2015;2018;"PO (Particuler Opdr.schap)";"diverse";"Uitbreiding";"";"6";"In aanbouw";0;0;0;5;0;5;0;0;0;5;0;5;M;DX16;"MULTIPOLYGON(((4.982713 52.35974,4.982615 52.359832,4.982527 52.359793,4.982625 52.359703,4.982713 52.35974)),((4.983126 52.359912,4.983027 52.360001,4.98294 52.359965,4.983038 52.359876,4.983126 52.359912)),((4.982992 52.359855,4.982894 52.359944,4.982806 52.359908,4.982905 52.359819,4.982992 52.359855)),((4.983256 52.359966,4.983157 52.360056,4.98307 52.360019,4.983168 52.35993,4.983256 52.359966)),((4.982854 52.3598,4.982756 52.35989,4.982668 52.359854,4.982767 52.359764,4.982854 52.3598)))";"4,9828915";"52,3598795";
635;"1952 01";"Korte Schimmelstraat ~ Oplagen";2012;2013;"Particulier";"";"Inbreiding";"";"7";"Opgeleverd";0;0;0;1;0;0;1;0;0;1;0;1;E;DX05;"POLYGON((4.865134 52.368057,4.865046 52.368199,4.864858 52.368156,4.865027 52.367889,4.865097 52.367908,4.865016 52.36803,4.865134 52.368057))";"4,864996";"52,368044";
636;"1410 29";"BSH k3b / PO";2015;2016;"PO (Particuler Opdr.schap)";"diverse";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;22;0;0;22;0;0;22;0;22;N;DX18;"POLYGON((4.905257 52.398698,4.90381 52.399241,4.903587 52.399063,4.905041 52.398492,4.905257 52.398698))";"4,904422";"52,3988665";
637;"1410 30";"BSH k3c Oost / PO";2015;2016;"PO (Particuler Opdr.schap)";"diverse";"Functiewijziging";"";"6";"In aanbouw";0;0;0;10;0;0;10;0;0;10;0;10;N;DX18;"POLYGON((4.906047 52.398779,4.905574 52.398959,4.905309 52.398708,4.905762 52.398534,4.906047 52.398779))";"4,905678";"52,3987465";
638;"1953 01";"Herman Heijermansweg 4-6";2014;2014;"Particulier";"";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;1;0;1;0;0;0;1;0;1;K;DX10;"POLYGON((4.884981 52.347035,4.884691 52.34705,4.884666 52.346912,4.884957 52.346895,4.884981 52.347035))";"4,8848235";"52,3469725";
639;"1390 07";"Getijenveld ZO Kavels blok CD";2015;2018;"PO (Particuler Opdr.schap)";"Eigen beheer";"Vervanging";"";"6";"In aanbouw";0;0;0;21;0;21;0;0;0;21;0;21;F;DX06;"MULTIPOLYGON(((4.800533 52.373583,4.799736 52.373855,4.799599 52.373708,4.800387 52.373431,4.800533 52.373583)),((4.800343 52.374351,4.800201 52.374365,4.799779 52.373902,4.799899 52.373861,4.800343 52.374351)))";"4,800066";"52,373898";
640;"0898 05";"Noorderhof Zuid blok E CPO 2";2016;2018;"CPO (Collectief Part.Opdr.schap)";"Eigen beheer";"Functiewijziging";"";"6";"In aanbouw";0;0;0;10;0;0;10;0;0;10;0;10;F;DX06;"POLYGON((4.819591 52.372199,4.819493 52.372214,4.819483 52.372185,4.819133 52.372238,4.819079 52.372111,4.819429 52.372057,4.819417 52.372027,4.819511 52.372012,4.819591 52.372199))";"4,819335";"52,372125";
641;"1331 02";"Maria Montessori-locatie 2";2015;2017;"Dunavast bv";"Jan Bochmann Archtecten";"Functiewijziging";"";"6";"In aanbouw";0;22;0;0;0;22;0;0;0;22;0;22;F;DX07;"POLYGON((4.80816 52.351985,4.808098 52.352089,4.80725 52.351916,4.807607 52.35131,4.807794 52.351348,4.807496 52.351848,4.80816 52.351985))";"4,807705";"52,3516995";
642;"1954 01";"Schinkelkade 67";2016;2017;"Vesteda Groep bv";"Kampman Architecten";"Functiewijziging";"";"6";"In aanbouw";21;42;0;0;0;0;63;0;0;63;0;63;K;DX10;"POLYGON((4.853174 52.350098,4.852525 52.350179,4.8524 52.349793,4.852475 52.349758,4.85249 52.34977,4.852518 52.349757,4.852508 52.349749,4.852545 52.349732,4.853107 52.349894,4.853174 52.350098),(4.852708 52.34993,4.85272 52.349914,4.852706 52.34991,4.852674 52.349914,4.852706 52.350014,4.852682 52.350017,4.852708 52.350099,4.852761 52.350093,4.852708 52.34993))";"4,852787";"52,3499555";
643;"1625 10";"De Punt Noord locatie 3 b";2019;2019;"Ymere";"Boparai-Associates bv";"Inbreiding";"";"5";"Investeringsbesluit genomen";14;0;0;0;0;14;0;0;0;14;0;14;F;DX07;"POLYGON((4.782762 52.358193,4.782705 52.358299,4.782604 52.358278,4.782638 52.358215,4.781735 52.358033,4.781701 52.358096,4.781601 52.358075,4.781658 52.35797,4.782762 52.358193))";"4,7821815";"52,3581345";
644;"1924 01";"Da Costakade 179";2013;2014;"Particulier";"";"Vervanging";"";"7";"Opgeleverd";0;0;7;0;0;0;7;0;0;7;0;7;E;DX05;"POLYGON((4.874387 52.367358,4.874354 52.367402,4.874172 52.367345,4.874201 52.367302,4.874387 52.367358))";"4,8742795";"52,367352";
645;"1103 01";"Stadswerf Oostenburg (1)";2018;2019;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.930048 52.371493,4.929591 52.371758,4.928937 52.371387,4.929338 52.371119,4.930048 52.371493))";"4,9294925";"52,3714385";
646;"1103 02";"Stadswerf Oostenburg (2)";2019;2020;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.930995 52.371736,4.930205 52.372159,4.929642 52.371822,4.9304 52.371383,4.930995 52.371736))";"4,9303185";"52,371771";
647;"1103 03";"Stadswerf Oostenburg (3)";2020;2021;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.931687 52.372116,4.930842 52.372634,4.930204 52.372255,4.931062 52.371751,4.931687 52.372116))";"4,9309455";"52,3721925";
648;"1103 04";"Stadswerf Oostenburg (4)";2021;2022;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.930762 52.372673,4.929845 52.373116,4.929201 52.372755,4.930047 52.372237,4.930762 52.372673))";"4,9299815";"52,3726765";
649;"1103 05";"Stadswerf Oostenburg (5)";2022;2023;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.929547 52.373187,4.929085 52.37337,4.928291 52.372908,4.928644 52.372687,4.929547 52.373187))";"4,928919";"52,3730285";
650;"1103 06";"Stadswerf Oostenburg (6)";2023;2024;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.928584 52.372665,4.92789 52.373092,4.927493 52.372868,4.928223 52.372434,4.928584 52.372665))";"4,9280385";"52,372763";
651;"1103 07";"Stadswerf Oostenburg (7)";2024;2025;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.928187 52.372434,4.927676 52.372728,4.926677 52.372109,4.927165 52.371793,4.928187 52.372434))";"4,927432";"52,3722605";
652;"1103 08";"Stadswerf Oostenburg (8)";2025;2026;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.927937 52.370825,4.927048 52.371377,4.926856 52.371243,4.927721 52.370691,4.927937 52.370825))";"4,9273965";"52,371034";
653;"1103 09";"Stadswerf Oostenburg (9)";2026;2027;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.926925 52.370203,4.926035 52.370729,4.925454 52.370388,4.926343 52.369846,4.926925 52.370203))";"4,9261895";"52,3702875";
654;"1103 10";"Stadswerf Oostenburg (10)";2027;2028;"Stadgenoot";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";24;21;0;49;0;0;94;0;0;94;0;94;A;DX02;"POLYGON((4.927588 52.370592,4.926742 52.371133,4.926117 52.370769,4.927006 52.370243,4.927588 52.370592))";"4,9268525";"52,370688";
655;"1955 01";"Haspelsstraat 6-66";2014;2015;"Particulier";"";"Functiewijziging";"";"7";"Opgeleverd";30;0;0;0;0;0;30;0;29;30;0;30;F;DX06;"POLYGON((4.833677 52.381014,4.83345 52.381049,4.833296 52.380678,4.833522 52.380644,4.833677 52.381014))";"4,8334865";"52,3808465";
656;"1956 01";"Hoekslootstraat 27-53";2013;2013;"Particulier";"";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;24;0;0;24;0;0;24;0;24;F;DX07;"POLYGON((4.787264 52.355987,4.787033 52.356413,4.78668 52.356342,4.786728 52.356254,4.786939 52.356296,4.787122 52.355957,4.787264 52.355987))";"4,786972";"52,356185";
657;"1957 01";"Schippersstraat 5-7 Oplagen";2013;2013;"Particulier";"";"Inbreiding";"";"7";"Opgeleverd";0;0;0;2;0;0;2;0;0;2;0;2;A;DX02;"POLYGON((4.905811 52.373338,4.905698 52.373396,4.905582 52.373319,4.905694 52.373257,4.905811 52.373338))";"4,9056965";"52,3733265";
658;"1958 01";"P.C. Hooftstraat 170-174";2015;2016;"Particulier";"";"Vervanging";"";"6";"In aanbouw";0;0;0;4;0;0;4;0;0;4;0;4;K;DX10;"POLYGON((4.876039 52.359086,4.875963 52.359193,4.87577 52.359148,4.875848 52.359034,4.876039 52.359086))";"4,8759045";"52,3591135";
659;"1959 01";"Batjanschool";2015;2015;"Startgoed Amsterdam bv";"Boparai-Associates bv";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;13;0;0;13;0;0;13;0;13;M;DX14;"POLYGON((4.939255 52.359202,4.939222 52.359298,4.939231 52.359299,4.939193 52.359402,4.93853 52.35931,4.938569 52.359206,4.938578 52.359207,4.938613 52.359112,4.938697 52.359124,4.938666 52.359209,4.9386 52.3592,4.938596 52.35921,4.938837 52.359244,4.938853 52.3592,4.938978 52.359218,4.938962 52.359261,4.939204 52.359295,4.939207 52.359286,4.939141 52.359277,4.939171 52.359191,4.939255 52.359202))";"4,9388925";"52,359257";
660;"1944 02";"Tetterode-kantoor 2e fase";2014;2014;"Amsterdamse Financieringsmij bv";"";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;23;0;0;23;0;23;23;0;23;E;DX04;"POLYGON((4.860544 52.381475,4.860157 52.38169,4.859723 52.38143,4.860125 52.38121,4.860544 52.381475))";"4,8601335";"52,38145";
661;"1960 01";"De Nieuwpoort";2015;2016;"Particulier";"";"Functiewijziging";"";"6";"In aanbouw";0;0;0;150;0;0;150;0;0;150;0;150;E;DX04;"POLYGON((4.858474 52.384269,4.858474 52.384272,4.858444 52.384286,4.858472 52.384301,4.858464 52.384498,4.858435 52.384512,4.858463 52.384529,4.858462 52.384607,4.856701 52.384579,4.856717 52.384178,4.85684 52.38418,4.856863 52.384197,4.856891 52.38418,4.85721 52.384185,4.857234 52.384203,4.857261 52.384186,4.85758 52.384191,4.857604 52.384209,4.857631 52.384192,4.85795 52.384197,4.857974 52.384215,4.858001 52.384198,4.85832 52.384203,4.858344 52.384221,4.858368 52.384204,4.858373 52.384204,4.858474 52.384269))";"4,8575875";"52,3843925";
662;"1961 01";"Kanaalstraat 102";2013;2013;"Particulier";"";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;8;0;0;8;0;0;8;0;8;E;DX05;"POLYGON((4.862983 52.362157,4.862971 52.362176,4.862903 52.362281,4.862834 52.362264,4.862821 52.362284,4.862766 52.362271,4.862779 52.36225,4.862708 52.362233,4.86274 52.362184,4.862709 52.362176,4.862756 52.362102,4.862983 52.362157))";"4,8628455";"52,362193";
663;"1962 01";"De Overtoomse Loft";2017;2018;"Heutink Bouw bv";"Olaf Gipser Architects";"Functiewijziging";"";"6";"In aanbouw";0;0;87;0;0;0;87;0;0;87;0;87;F;DX09;"POLYGON((4.835663 52.364748,4.834896 52.364744,4.834902 52.364275,4.835668 52.364278,4.835663 52.364748))";"4,835282";"52,3645115";
664;"1963 01";"Nieuwendammerdijk 461";2014;2015;"Particulier";"";"Vervanging";"";"7";"Opgeleverd";0;0;0;1;0;1;0;0;0;1;-1;0;N;DX18;"POLYGON((4.945593 52.388412,4.945495 52.388481,4.945379 52.388423,4.945479 52.388353,4.945593 52.388412))";"4,945486";"52,388417";
665;"1964 01";"KliQ Wonen";2014;2015;"Heilijgers Projecten bv";"Buro Ruim";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;40;0;0;40;0;3;40;0;40;F;DX09;"POLYGON((4.836383 52.362402,4.836375 52.36262,4.836285 52.36262,4.836282 52.362684,4.836226 52.362684,4.836228 52.36262,4.836193 52.362619,4.836196 52.362532,4.836112 52.362531,4.836113 52.362434,4.836195 52.362433,4.836198 52.362399,4.836383 52.362402))";"4,8362475";"52,3625415";
666;"1965 01";"Kerkstraat 58-60";2013;2016;"Daalmijer Vastgoed bv";"Kamstra Archtecten BNA";"Functiewijziging";"";"6";"In aanbouw";0;0;0;6;0;0;6;0;0;6;0;6;A;DX02;"POLYGON((4.885898 52.365051,4.885782 52.365124,4.885624 52.36503,4.885564 52.365068,4.885495 52.365031,4.885559 52.364991,4.885482 52.364948,4.885545 52.364906,4.885551 52.364909,4.885579 52.36489,4.885612 52.364909,4.885584 52.364927,4.885606 52.364939,4.885663 52.364902,4.885741 52.364946,4.885728 52.364953,4.885898 52.365051))";"4,88569";"52,365007";
667;"1966 01";"Broekergouw 8";2013;2014;"Particulier";"";"Inbreiding";"";"7";"Opgeleverd";0;0;15;0;0;15;0;0;0;15;0;15;N;DX19;"MULTIPOLYGON(((4.979501 52.415919,4.979438 52.416164,4.979197 52.416139,4.979259 52.415912,4.979501 52.415919)),((4.979871 52.416086,4.979809 52.416295,4.979548 52.416257,4.979609 52.416146,4.979729 52.416159,4.97975 52.416079,4.979871 52.416086)))";"4,979534";"52,4161035";
668;"1967 01";"Kerkstraat 2";2014;2014;"PBS Vastgoed";"";"Vervanging";"";"7";"Opgeleverd";0;0;0;2;0;0;2;0;0;2;-1;1;A;DX02;"POLYGON((4.883942 52.366266,4.883893 52.366298,4.883812 52.366247,4.88383 52.366234,4.883803 52.366214,4.883823 52.366194,4.883942 52.366266))";"4,8838725";"52,366246";
669;"1968 01";"AMC Campus kavel A";2018;2020;"";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";921;0;40;0;0;0;961;0;821;961;0;961;T;DX20;"POLYGON((4.958473 52.297899,4.958103 52.298301,4.956709 52.297814,4.957068 52.297413,4.958473 52.297899))";"4,957591";"52,297857";
670;"0178 11";"Oostpoort Plot 2a";2015;2016;"O.C.P. (Ontw.comb. Polderweggebied)";"Soeters van Eldonk Architecten";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;33;0;26;7;0;0;33;0;33;M;DX13;"POLYGON((4.934416 52.357274,4.934009 52.357934,4.933974 52.357965,4.933929 52.357976,4.933884 52.357979,4.933847 52.357974,4.933328 52.357857,4.933423 52.357708,4.933449 52.357713,4.933657 52.357385,4.933583 52.357368,4.933749 52.357123,4.934416 52.357274))";"4,933872";"52,357551";
671;"0178 12";"Oostpoort plot 3";2016;2017;"O.C.P. (Ontw.comb. Polderweggebied)";"Soeters van Eldonk Architecten";"Functiewijziging";"";"6";"In aanbouw";0;0;0;78;0;0;78;0;0;78;0;78;M;DX13;"POLYGON((4.934267 52.358312,4.933637 52.358533,4.932936 52.358381,4.932888 52.357894,4.933972 52.358135,4.934267 52.358312))";"4,9335775";"52,3582135";
672;"1969 01";"Osdorperweg 524";2014;2014;"Particulier";"";"Vervanging";"";"7";"Opgeleverd";0;0;0;1;0;1;0;0;0;1;-1;0;F;DX07;"POLYGON((4.785144 52.366596,4.785074 52.366649,4.784861 52.366545,4.784931 52.366491,4.785144 52.366596))";"4,7850025";"52,36657";
673;"1970 01";"Kanaalstraat 98-100";2014;2014;"Particulier";"";"Functiewijziging";"";"7";"Opgeleverd";0;0;0;16;0;0;16;0;0;16;0;16;E;DX05;"POLYGON((4.8631 52.362184,4.862995 52.362346,4.862879 52.362317,4.862984 52.362156,4.8631 52.362184))";"4,8629895";"52,362251";
674;"1971 01";"Rijswijkstraat 175";2014;2014;"Clever Real Estate";"";"Functiewijziging";"";"7";"Opgeleverd";229;0;0;0;0;0;229;0;0;229;0;229;F;DX09;"POLYGON((4.839171 52.349902,4.838878 52.349901,4.838881 52.349721,4.839173 52.349722,4.839171 52.349902))";"4,8390255";"52,3498115";
675;"1972 01";"van Heenvlietlaan 220";2014;2014;"City Pads";"Magis Architecten";"Functiewijziging";"";"7";"Opgeleverd";351;0;0;0;0;0;351;0;180;351;0;351;K;DX11;"POLYGON((4.882114 52.326716,4.8821 52.326715,4.88209 52.326744,4.882056 52.326742,4.882038 52.327095,4.88185 52.327092,4.881867 52.326752,4.881851 52.326752,4.881852 52.326747,4.881856 52.326747,4.881858 52.326703,4.881854 52.326703,4.881854 52.326699,4.881858 52.326699,4.88186 52.326655,4.881856 52.326655,4.881856 52.326651,4.881873 52.326651,4.88189 52.326311,4.882078 52.326315,4.88206 52.326664,4.882105 52.326666,4.882106 52.326672,4.88211 52.326672,4.882114 52.326716))";"4,881982";"52,326703";
676;"1974 01";"TNT-terrein Klimopweg";2019;2020;"Camelot Europe";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";422;0;0;0;0;0;422;0;392;422;0;422;N;DX18;"POLYGON((4.909783 52.398488,4.909498 52.398965,4.908867 52.398816,4.908451 52.398392,4.909333 52.398047,4.909783 52.398488))";"4,909117";"52,398506";
